title,description,url
UCR Health moves to telehealth in COVID-19 crisis,"Telehealth visits can be conducted on a cell phone, tablet, or pad device, allowing even individuals without a computer or internet to be seen by a UCR Health physician",https://news.ucr.edu/articles/2020/04/27/ucr-health-moves-telehealth-covid-19-crisis
Ecopipam reduces stuttering symptoms in proof-of-concept trial,UC Riverside-led open-label pilot study leads to a double-blind clinical trial to further test ecopipam’s efficacy and safety in adult patients who stutter,https://news.ucr.edu/articles/2019/08/28/ecopipam-reduces-stuttering-symptoms-proof-concept-trial
Often-overlooked glial cell is key to learning and memory,UC Riverside biomedical scientists offer simple advice: keep the brain active,https://news.ucr.edu/articles/2018/06/18/often-overlooked-glial-cell-key-learning-and-memory
"Brain protein linked to seizures, abnormal social behaviors",UC Riverside mouse study focused on neurons in the hippocampus,https://news.ucr.edu/articles/2020/08/31/brain-protein-linked-seizures-abnormal-social-behaviors
Graduate student’s BADASS code has astronomical benefits,"Open-source code developed at UC Riverside is free, versatile, and easy to use",https://news.ucr.edu/articles/2020/12/16/graduate-students-badass-code-has-astronomical-benefits
A different type of holiday party for Guardian Scholars,"The program works to make the holidays special for foster youth, despite the pandemic’s challenges.",https://news.ucr.edu/articles/2020/12/16/different-type-holiday-party-guardian-scholars
Fall instruction roadmap released,"Final decisions about which fall 2021 classes will be in-person are at least several weeks away. But with May registration for fall classes looming, an Instructional Continuity working group has released a roadmap for what fall 2021 will look like. A March 2 letter from Interim Provost Thomas Smith said UCR’s strategy is a return to 75-80% in-person instruction, with department chairs responsible for determining which courses will be in-person and which will be remote.",https://news.ucr.edu/articles/2021/03/03/fall-instruction-roadmap-released
Lonely? These odd rituals can help,Personal rituals around everyday tasks ease loneliness,https://news.ucr.edu/articles/2021/03/03/lonely-these-odd-rituals-can-help
Exhibit reveals hidden histories behind California's citrus industry,A new exhibit at Riverside's California Citrus State Historic Park spotlights the overlooked architects of the region's citrus boom,https://news.ucr.edu/articles/2018/04/13/exhibit-reveals-hidden-histories-behind-californias-citrus-industry
"You, too, can grow California’s oldest living orange variety",The 1000th tree okayed for growing by California’s Citrus Clonal Protection Program happens to be the oldest living orange variety in the state.,https://news.ucr.edu/articles/2022/06/08/you-too-can-grow-californias-oldest-living-orange-variety
Delicious and disease-free: scientists attempting new citrus varieties,"UC Riverside scientists are betting an ancient solution will solve citrus growers’ biggest problem by breeding new fruits with natural resistance to a deadly tree disease. The hybrid fruits will ideally share the best of their parents’ attributes: the tastiness of the best citrus, and the resistance to Huanglongbing, or HLB, displayed by some Australian relatives of citrus. ",https://news.ucr.edu/articles/2020/12/22/delicious-and-disease-free-scientists-attempting-new-citrus-varieties
"When life gives you sour lemons, use genetics to find out why","A team of researchers, including two from the University of California, Riverside, has identified the genes responsible for the hallmark sour taste of many citrus fruits. Published Tuesday, Feb. 25 in Nature Communications, the research could help plant breeders develop new, sweeter varieties. ",https://news.ucr.edu/articles/2019/02/26/when-life-gives-you-sour-lemons-use-genetics-find-out-why
Psychologist receives high honor from NAACP,Carolyn Murray is a professor of psychology at UC Riverside. (I. Pittalwala/UCR),https://news.ucr.edu/articles/2018/07/12/psychologist-receives-high-honor-naacp
Project Moving Forward: A benchmark for student success,"RIVERSIDE, Calif. - As a young teacher, Linda Navarrette traveled to South Africa with one assignment: help teachers develop critical thinking skills in their students. Little did she know that her efforts in those impoverished communities would change her life. The experience catapulted her career into education, cementing her support for students who are learning English as a second language.",https://news.ucr.edu/articles/2018/01/29/project-moving-forward-benchmark-student-success
Researcher honored for work in English language learner education,The James Irvine Foundation recognized Linda Navarrette as one of six change-makers in California.,https://news.ucr.edu/articles/2023/02/13/researcher-honored-work-english-language-learner-education
Scientists unpack how taste neurons control food intake,UC Riverside-led research on fruit fly could lead to better understanding of how taste information is coded in the brain,https://news.ucr.edu/articles/2019/10/22/scientists-unpack-how-taste-neurons-control-food-intake
A match made in neural heaven: How a neuron grows an axon,Scientists unlock new molecular secrets to unravel the mystery,https://news.ucr.edu/articles/2019/02/04/match-made-neural-heaven-how-neuron-grows-axon
Neurons are genetically programmed to have long lives,UC Riverside-led study identifies mechanism that prevents death of neurons,https://news.ucr.edu/articles/2020/07/24/neurons-are-genetically-programmed-have-long-lives
Why renting can be better than owning,Purchasing a skill-based product can be self-defeating,https://news.ucr.edu/articles/2018/11/16/why-renting-can-be-better-owning
Retailers can manipulate consumer regret to beat competitors,Offering an everyday low price might not be the best strategy for retailers facing the threat of new competitors in their market,https://news.ucr.edu/articles/2018/11/19/retailers-can-manipulate-consumer-regret-beat-competitors
Cruise buyers’ counterintuitive response to prices could help the industry rebound post-pandemic,"The post-pandemic cruise industry should plan ticket sales to attract loyalists, who book early in advance and are less price sensitive",https://news.ucr.edu/articles/2020/12/08/cruise-buyers-counterintuitive-response-prices-could-help-industry-rebound-post
Research finds pain expectation is pain reality for children,"Research yields some advice on how to, and how not to, coach children before vaccinations",https://news.ucr.edu/articles/2018/05/31/research-finds-pain-expectation-pain-reality-children
Hope on the horizon for treating stroke,UC Riverside biomedical scientist’s decades-long work moves to clinical trials,https://news.ucr.edu/articles/2019/05/09/hope-horizon-treating-stroke
"Resources to better understand race, racism, and policing","Read, watch, and listen to these 60-plus recommendations from UCR faculty and staff members",https://news.ucr.edu/articles/2020/06/09/resources-better-understand-race-racism-and-policing
Study explores infant body position and learning,UC Riverside psychologist’s research provides strong evidence that infants’ motor skills directly impact the physical context of their everyday experiences,https://news.ucr.edu/articles/2018/10/23/study-explores-infant-body-position-and-learning
UC psychologists devise free test for measuring intelligence,"Raven’s Advanced Progressive Matrices, or APM, is a widely used standardized test to measure reasoning ability, often administered to undergraduate students. One drawback, however, is that the test, which has been in use for about 80 years, takes 40 to 60 minutes to complete. Another is that the test kit and answer sheets can cost hundreds of dollars, this amount increasing with more people taking the test.",https://news.ucr.edu/articles/2018/10/29/uc-psychologists-devise-free-test-measuring-intelligence
Korean American history to become a traveling exhibition,"UCR professor receives $850,000 Mellon Foundation grant to share history of American’s first Koreatown.",https://news.ucr.edu/articles/2023/02/13/korean-american-history-become-traveling-exhibition
"Study explores why children remember the same things, differently",Children less able to manage their emotions don't remember details of frightful events,https://news.ucr.edu/articles/2018/09/10/study-explores-why-children-remember-same-things-differently
COVID-19 vaccines for very young children,UC Riverside vaccine expert David Lo shares his thoughts in a Q&A,https://news.ucr.edu/articles/2022/06/21/covid-19-vaccines-very-young-children
"Tiny desk, huge accomplishments – and his own bed",The bed,https://news.ucr.edu/articles/2018/11/19/tiny-desk-huge-accomplishments-and-his-own-bed
Federal grant will help develop new stroke treatment,The device aims to reduce brain swelling and deliver a neuroprotective drug,https://news.ucr.edu/articles/2018/10/09/federal-grant-will-help-develop-new-stroke-treatment
"$370,000 gift to support UCR’s Young Oak Kim Center for Korean American Studies","The donation comes from Myung Ki “Mike” Hong, a longtime advocate of the center and other initiatives related to Korean American affairs",https://news.ucr.edu/articles/2018/01/16/370000-gift-support-ucrs-young-oak-kim-center-korean-american-studies
The world is much more alike than different,"The cornerstone of discrimination is the belief that other people, including people of other races from other countries, are different. They experience life differently; they react differently.  What if research could demonstrate that’s not true? A new study from UC Riverside asserts the world population may have much more in common than it has differences.",https://news.ucr.edu/articles/2020/06/09/world-much-more-alike-different
Anger as an appropriate power source for social justice,Philosopher Myisha Cherry’s new book makes a strong case for rage,https://news.ucr.edu/articles/2021/11/02/anger-appropriate-power-source-social-justice
UC Riverside and Eurosemillas partner to bring the next generation of avocados to market,Eurosemillas will test some of UCR’s avocado scion and advanced rootstock selections on other continents,https://news.ucr.edu/articles/2020/06/09/uc-riverside-and-eurosemillas-partner-bring-next-generation-avocados-market
An alternate theory for what causes Alzheimer's disease,A UC Riverside study points to lysosomal storage observed in all brains afflicted with the disease; finding could open up new avenues for treatment and prevention,https://news.ucr.edu/articles/2019/08/12/alternate-theory-what-causes-alzheimers-disease
'Hypervisibility' for Black girls; 'invisibility' for Black women,"Being a Black female might involve navigating two extremes: too little attention when you’re older, and too much of the wrong kind of attention when you’re young.",https://news.ucr.edu/articles/2022/01/26/hypervisibility-black-girls-invisibility-black-women
‘Uncovering the buried past of early Korean American history’ in Riverside,The book ‘Pachappa Camp: The First Koreatown in the United States’ was published this week by Professor Edward T. Chang.,https://news.ucr.edu/articles/2021/04/27/uncovering-buried-past-early-korean-american-history-riverside
"Small slice of the American pie, big impact",An oral history project archives the experiences and contributions of more than 50 notable Korean Americans and counting,https://news.ucr.edu/articles/2019/03/26/small-slice-american-pie-big-impact
Graduation with a global perspective,An international education was key for these UCR students’ futures.,https://news.ucr.edu/articles/2020/07/06/graduation-global-perspective
Different parental messages about race and ethnicity have different effects on teens’ drug use,Study finds promoting appreciation of ethnic-racial heritage has the potential to bolster youth’s internal resources against substance use,https://news.ucr.edu/articles/2022/05/04/different-parental-messages-about-race-and-ethnicity-have-different-effects
California does not need to choose between post-pandemic economic growth and reducing carbon emissions,"Surprisingly, environmental leader California has a smaller ‘green economy’ than the average U.S. state and would need to add many thousands of environmentally friendly jobs to catch up. The good news is it’s on track to do just that, according to a new analysis released today by the UCR School of Business Center for Economic Forecasting and Development.",https://news.ucr.edu/articles/2022/06/21/california-does-not-need-choose-between-post-pandemic-economic-growth-and
LIVE: Ron Athey’s collective memoir is guest-curated by Professor Jennifer Doyle,"RIVERSIDE, Calif. - After a performance, Jennifer Doyle wants the audience to walk away with intense emotions. And the live performance she is guest-curating at The Broad contemporary art museum in Los Angeles, “Gifts of the Spirit: Prophecy, Automatism and Discernment” is not the exception.",https://news.ucr.edu/articles/2018/01/16/live-ron-atheys-collective-memoir-guest-curated-professor-jennifer-doyle
How you measure happiness depends where you live,"The meaning of happiness varies depending where in the world a person lives and so benefits from using different measures, new UC Riverside research finds. Happiness studies historically have focused on the Western ideal of happiness, which is relatively self-centered and big on thrills.",https://news.ucr.edu/articles/2020/12/09/how-you-measure-happiness-depends-where-you-live
"Meet the 2021 Goldwater, Fulbright scholars ","Goldwater scholars Shayan Saeed and Ryan Gates; and U.S. Fulbright scholars Jacqueline Aguirre de la O and Zehra Qazi are recipients of two of the nation’s most prestigious awards.  The Barry M. Goldwater Scholarship is one of the country’s most competitive honors in the science, technology, engineering, and mathematics fields, or STEM. The application process is rigorous and asks students to think deeply about their research and long-term goals.",https://news.ucr.edu/articles/2021/07/22/meet-2021-goldwater-fulbright-scholars
The trip of an after-lifetime?,UCR's John Martin Fischer examines near-death experiences through a philosophical lens,https://news.ucr.edu/articles/2019/06/18/trip-after-lifetime
What’s in your drinking water?,Carl Cranor wants you to know — and to empower you to do something about it,https://news.ucr.edu/articles/2019/03/20/whats-your-drinking-water
A new approach to targeting cancer cells,UC Riverside researchers develop new drugs that target therapeutically relevant protein surfaces,https://news.ucr.edu/articles/2019/05/17/new-approach-targeting-cancer-cells
PCORI award seeks to support students in recovery,Project is the first major effort in the UC system to assess the needs of students in recovery,https://news.ucr.edu/articles/2019/04/24/pcori-award-seeks-support-students-recovery
Addiction Medicine Fellowship program receives initial accreditation,The first class of fellows begins training in the Coachella Valley’s Betty Ford Center and Eisenhower Medical Center on July 1,https://news.ucr.edu/articles/2020/05/08/addiction-medicine-fellowship-program-receives-initial-accreditation
Is there still a benefit to masking?,UC Riverside epidemiologist weighs in on how protective your mask is when nobody around you is masked,https://news.ucr.edu/articles/2022/05/04/there-still-benefit-masking
Scientists profile FDA-approved drugs to potentially treat hundreds of genetic disorders,New method developed by UC Riverside researchers quickly assesses drug potential for rare disorders,https://news.ucr.edu/articles/2022/02/03/scientists-profile-fda-approved-drugs-potentially-treat-hundreds-genetic
Alzheimer's gene may impact cognition before adulthood,"A gene linked to Alzheimer’s disease may impact cognitive health much sooner than previously realized. The APOE gene creates a protein, apolipoprotein E, which packages cholesterol and other fats to transport them through the bloodstream. There are three versions, or alleles, of APOE. One of those is the APOE4 allele, present in about 15% of the population. APOE4 carriers are up to three times more likely to develop late-onset Alzheimer’s disease, which occurs in people 65 and older.",https://news.ucr.edu/articles/2019/07/18/alzheimers-gene-may-impact-cognition-adulthood
Latest rankings place UCR at No. 12 among U.S. colleges,"UC Riverside jumped 20 places — to No. 12 in the U.S. and No. 9 among public universities — in a prestigious college ranking list published annually by Money magazine. As the trend of shifting formulas among the top rankings lists continues, Chancellor Kim Wilcox said UCR’s stature as a leading public university grows.  “It is deeply gratifying to see the national rankings systems having moved so profoundly toward recognizing what UCR does well: maintaining an environment of both research excellence and success for students of all backgrounds,” Wilcox said. ",https://news.ucr.edu/articles/2019/08/12/latest-rankings-place-ucr-no-12-among-us-colleges
Chemist receives Department of Energy award,Early Career Research Program award will support Ming Lee Tang’s research on developing hybrid organic-inorganic materials,https://news.ucr.edu/articles/2018/06/22/chemist-receives-department-energy-award
Nobel Prize winner to join UC Riverside faculty,UCR alumnus and renowned scholar Richard Schrock will share pioneering science with faculty and students,https://news.ucr.edu/articles/2018/07/02/nobel-prize-winner-join-uc-riverside-faculty
Making higher-energy light to fight cancer,"Researchers use nontoxic silicon nanocrystals to convert low-energy photons into high-energy ones, bringing scientists closer to developing photodynamic treatments for cancer",https://news.ucr.edu/articles/2019/12/02/making-higher-energy-light-fight-cancer
Another opportunity for DACA students,"On Dec. 4, a federal judge restored the rights afforded undocumented immigrants eligible for the Obama-era Deferred Action for Childhood Arrivals, or DACA program.  The program was established within the Department of Homeland Security in 2012 to grant work permits and protection from deportation to young people brought to the United States without documentation when they were children.",https://news.ucr.edu/articles/2020/12/09/another-opportunity-daca-students
$6.3 million will help UC Riverside save America’s avocado orchards,"New grants totaling $6.3 million will help UC Riverside solve problems facing American avocado orchards, including a lethal fungal disease called Laurel Wilt. The disease can destroy an entire avocado orchard in a couple of weeks once symptoms develop. It is already present in Florida. Without effective treatments, it will inevitably spread to California, the nation’s leading producer of avocados. ",https://news.ucr.edu/articles/2020/12/10/63-million-will-help-uc-riverside-save-americas-avocado-orchards
Mystery of four-stranded DNA begins to unravel,"DNA is usually depicted as double-stranded, but not much is known about parts of the genome that adopt four-stranded structures known as quadruplexes. UC Riverside researchers have discovered that they play a key role in keeping cells healthy. ",https://news.ucr.edu/articles/2021/03/18/mystery-four-stranded-dna-begins-unravel
Experts on huanglongbing/citrus greening,"  For fast access to experts, TEXT or call the 24-hour-experts hotline at 951-312-3049, or email news@ucr.edu  Huanglongbing/citrus greening   Jim Adaskaveg: Professor of plant pathology. Disease of tree crops grown in California; biology; epidemiology; ecology of plant pathogenic fungi; mycology; ultra-structure of host-pathogen relationships; biology of wood decay fungi; biological and molecular techniques for the detection and identification of pathogens. jim.adaskaveg@ucr.edu",https://news.ucr.edu/articles/2019/04/24/experts-huanglongbingcitrus-greening
Experts on the environment and climate change,"  For fast access to experts, TEXT or call the 24-hour-experts hotline at 951-312-3049, or email news@ucr.edu ",https://news.ucr.edu/articles/2019/04/24/experts-environment-and-climate-change
Experts on immigration,"  For fast access to experts, TEXT or call the 24-hour-experts hotline at 951-312-3049, or email news@ucr.edu  Immigration   Cecilia Ayón: Associate professor of public policy. Economic, social, and health effects of discrimination; how hostile policy climates contribute to higher stress levels among immigrant communities, particularly those living in Arizona. cecilia.ayon@ucr.edu",https://news.ucr.edu/articles/2019/04/24/experts-immigration
Experts on trade,"  For fast access to experts, TEXT or call the 24-hour-experts hotline at 951-312-3049, or email news@ucr.edu  Trade   Jana Grittersova: Associate professor of political science. Sources of government reputation in international markets, international banking, the effects of interest groups on the credibility of international monetary and financial commitments, the role of nonmarket coordination in financial-system development, and political economy of reform. jana.grittersova@ucr.edu",https://news.ucr.edu/articles/2019/04/24/experts-trade
'I know that we're going to get through it',"As election day morphs into election days, UC Riverside’s students are like voters red and blue alike: seeking comfort where they can find it. “I think everyone wanted a definite result. We did not get that,” said political scientist Shaun Bowler.",https://news.ucr.edu/articles/2020/11/05/i-know-were-going-get-through-it
Experts on gun violence and gun policy,"  For fast access to experts, TEXT or call the 24-hour-experts hotline at 951-312-3049, or email news@ucr.edu  Gun violence and gun policy  ",https://news.ucr.edu/articles/2019/04/24/experts-gun-violence-and-gun-policy
Scientists discover potential cause of Alzheimer’s Disease,Prevailing theories posit plaques in the brain cause Alzheimer’s disease. New UC Riverside research points to cells’ slowing ability to clean themselves as the likely cause of unhealthy brain buildup. ,https://news.ucr.edu/articles/2021/11/29/scientists-discover-potential-cause-alzheimers-disease
Experts on issues in higher education,"  For fast access to experts, TEXT or call the 24-hour-experts hotline at 951-312-3049, or email news@ucr.edu  Issues in higher education Kim Wilcox: Chancellor. Advocates for a university system that acknowledges the importance of raising students’ socioeconomic status; will speak to the disproportionate attention paid to the nation’s private, elite universities; legacy admissions; college access; free college tuition; and the U.S. News rankings. kim.wilcox@ucr.edu. ",https://news.ucr.edu/articles/2019/04/24/experts-issues-higher-education
Light-powered soft robots could suck up oil spills,"A floating, robotic film designed at UC Riverside could be trained to hoover oil spills at sea or remove contaminants from drinking water.",https://news.ucr.edu/articles/2021/12/02/light-powered-soft-robots-could-suck-oil-spills
This deep neural network fights deepfakes,Artificial intelligence to accurately detect altered photos is getting smarter,https://news.ucr.edu/articles/2019/07/18/deep-neural-network-fights-deepfakes
No Thanksgiving for bacteria or fungus,UC Riverside scientists have developed a technique for solving a decades-old mystery involving the chemical in turkey that makes people sleepy. Their new ability to map the atoms involved in the production of tryptophan opens the door to new antibiotic and antifungal drugs.,https://news.ucr.edu/articles/2022/03/10/no-thanksgiving-bacteria-or-fungus
Fiber-optic probe can see molecular bonds,Pointing the new nanoscopy tool like a Harry Potter wand reveals a high-resolution image of molecules,https://news.ucr.edu/articles/2019/06/07/fiber-optic-probe-can-see-molecular-bonds
"Injections for diabetes, cancer could become unnecessary","Researchers at UC Riverside are paving the way for diabetes and cancer patients to forget needles and injections, and instead take pills to manage their conditions. ",https://news.ucr.edu/articles/2022/11/10/injections-diabetes-cancer-could-become-unnecessary
Hook injury from catch-and-release can reduce fish feeding,Study shows mouth injuries caused by hook removal reduce feeding performance in suction-feeding fish,https://news.ucr.edu/articles/2018/10/09/hook-injury-catch-and-release-can-reduce-fish-feeding
"Art Riggs remembered for pioneering research on diabetes, arthritis and cancer","UC Riverside alumnus and friend Arthur D. (Art) Riggs, a pioneering researcher and expert in diabetes who helped launch the biotechnology industry, died March 23, 2022. He was 82.",https://news.ucr.edu/articles/2022/04/27/art-riggs-remembered-pioneering-research-diabetes-arthritis-and-cancer
First person: Sandra Ayllón on life as a DACA student,"The Supreme Court ruled against the Trump administration’s attempt to end DACA in a 5-to-4 decision on Thursday, June 18.",https://news.ucr.edu/articles/2020/06/23/first-person-sandra-ayllon-life-daca-student
When the world took notice,"The course is named “Seminar in Social Psychology,” but it could be “Wednesdays with Bob.” At 85, Robert Rosenthal is in his last year teaching at UC Riverside. Distinguished Professor David Funder — who first worked with Rosenthal at Harvard University in the early 1980s — urged Rosenthal to host a semester-long brain dump. Funder is the emcee, the inquisitor. Says Rosenthal: “It’s a strange course. It’s a class about me.”",https://news.ucr.edu/articles/2018/12/11/when-world-took-notice
UC Riverside joins campuses to pilot a smartphone app that aims to limit spread of COVID-19,"A program to test a smartphone-based COVID-19 exposure notification system will expand to an additional five University of California campus locations, including UC Riverside, as a result of success from an initial deployment earlier this fall at two UC campuses.  The program is a joint effort between the UCs and the state of California to assess the free, voluntary technology for potential use by all Californians.",https://news.ucr.edu/articles/2020/11/05/uc-riverside-joins-campuses-pilot-smartphone-app-aims-limit-spread-covid-19
"Family is our focus during pandemic, study finds","More fully appreciating family and engaging in more conflict are among the heightened experiences during the coronavirus pandemic, according to a new UC Riverside study. The study from David Funder’s psychology lab looked at how people experience everyday life and its situations and how those experiences change because of an extraordinary event – the global pandemic.",https://news.ucr.edu/articles/2021/01/29/family-our-focus-during-pandemic-study-finds
New method detects deepfake videos with up to 99% accuracy,Two-pronged technique detects manipulated facial expressions and identity swaps,https://news.ucr.edu/articles/2022/05/03/new-method-detects-deepfake-videos-99-accuracy
Research identifies earlier origin of neural crest cells,UC Riverside-led research could aid regenerative stem cell therapies,https://news.ucr.edu/articles/2019/10/22/research-identifies-earlier-origin-neural-crest-cells
What Makes Kids With Autism Less Social Than Their Typically Developing Peers?,"Pick a hand, any hand. That familiar refrain, repeated in schoolyards the world over, is the basis of a simple guessing game that was recently adapted to study how and why kids with autism spectrum disorder (ASD) interact with the people around them.",https://news.ucr.edu/articles/2018/01/29/what-makes-kids-autism-less-social-their-typically-developing-peers
Scientists are using AI originally developed for producing deepfake videos to stop future pandemics,Generative adversarial networks are being used to predict the structure of antibodies that could neutralize a previously unknown virus,https://news.ucr.edu/articles/2021/10/11/scientists-are-using-ai-originally-developed-producing-deepfake-videos-stop
The Colorado River is imperiled; why it matters to you,UC Riverside experts discuss the decline of this major water source for nearly 40 million people in seven states.,https://news.ucr.edu/articles/2022/11/10/colorado-river-imperiled-why-it-matters-you
Professor creates artist residency for veterans and COVID-19 frontline workers ,"When the coronavirus pandemic hit, Charles Evered, a professor of playwriting at the University of California, Riverside, began to think about how he could help. He fell back on what he knows: supporting artists. His nonprofit organization, the Evered House, honors his late father, Charles J. Evered, a World War II Army Air Corpsman who succumbed to lung cancer over 40 years ago. ",https://news.ucr.edu/articles/2020/06/23/professor-creates-artist-residency-veterans-and-covid-19-frontline-workers
New School of Medicine Education Building receives full approval from UC Regents,"The Regents of the University of California have given final approval for the construction of the School of Medicine’s new Education Building II at UC Riverside. The vote, which approved the final design, the full budget, and the California Environmental Quality Act, or CEQA, findings, took place during the Regents’ meeting on Wednesday, March 17, 2021.",https://news.ucr.edu/articles/2021/03/17/new-school-medicine-education-building-receives-full-approval-uc-regents
How UCR became a national leader in enrolling Chicanx/Latinx students,The population’s growth over the last half century has been driven by students,https://news.ucr.edu/articles/2020/09/16/how-ucr-became-national-leader-enrolling-chicanxlatinx-students
New technology offers fighting chance against grapevine killer,"Scientists at UC Riverside have a shot at eradicating a deadly threat to vineyards posed by the glassy-winged sharpshooter, just as its resistance to insecticide has been growing.",https://news.ucr.edu/articles/2022/05/03/new-technology-offers-fighting-chance-against-grapevine-killer
How to burst your bubble: broadening your social media horizons,A computer scientist explains how our online behavior drives us into echo chambers,https://news.ucr.edu/articles/2021/02/03/how-burst-your-bubble-broadening-your-social-media-horizons
High-speed videos capture how kangaroo rat escapes rattlesnake attack,"Bipedalism may have been favored in kangaroo rats to avoid ambush predators like vipers and owls, says UC Riverside biologist",https://news.ucr.edu/articles/2019/03/27/high-speed-videos-capture-how-kangaroo-rat-escapes-rattlesnake-attack
A look at graduation celebrations — at home,Photos show how two students commemorated their undergraduate journeys.,https://news.ucr.edu/articles/2020/07/08/look-graduation-celebrations-home
Like peanut butter? This algorithm has a hunch as to what you'll buy next,A new technique can incorporate customer behavior into recommendation algorithms,https://news.ucr.edu/articles/2022/02/02/peanut-butter-algorithm-has-hunch-what-youll-buy-next
Unraveling a mystery surrounding embryonic cells,Neural crest study results could boost stem cell therapies,https://news.ucr.edu/articles/2020/11/18/unraveling-mystery-surrounding-embryonic-cells
Study finds electronic cigarettes damage brain stem cells,"A research team at the University of California, Riverside, has found that electronic cigarettes, often targeted to youth and pregnant women, produce a stress response in neural stem cells, which are critical cells in the brain. Present throughout life, stem cells become specialized cells with more specific functions, such as brain cells, blood cells, or bone. Far more sensitive to stress than the specialized cells they become, stem cells provide a model to study exposure to toxicants, such as cigarette smoke. ",https://news.ucr.edu/articles/2019/07/01/study-finds-electronic-cigarettes-damage-brain-stem-cells
Scientists discover new avian immunological pathway,UC Riverside-led team identifies a new host protein interaction that produces a robust immune response to viral infection in birds and may lead to better poultry vaccines,https://news.ucr.edu/articles/2022/01/25/scientists-discover-new-avian-immunological-pathway
Striking a balance between immunity and inflammation,"Focusing on hookworms, UC Riverside mouse study identifies role infection-fighting cells play in inflamed and damaged tissue",https://news.ucr.edu/articles/2018/08/06/striking-balance-between-immunity-and-inflammation
Rodolfo H. Torres to be appointed Vice Chancellor for Research and Economic Development,Torres is a distinguished mathematician whose work has been supported by the National Science Foundation,https://news.ucr.edu/articles/2019/08/08/rodolfo-h-torres-be-appointed-vice-chancellor-research-and-economic-development
"Size matters — To livebearer fish, big fins are a big deal","Females love males with big dorsal fins, but the appendages first evolved for males to fight other males",https://news.ucr.edu/articles/2019/01/17/size-matters-livebearer-fish-big-fins-are-big-deal
Early humans thrived in this drowned South African landscape,"The Paleo-Agulhas Plain had diverse, verdant ecosystems and abundant game",https://news.ucr.edu/articles/2020/05/14/early-humans-thrived-drowned-south-african-landscape
New journal will spotlight queer and trans religious studies scholarship,The open access journal will make research freely available to scholars and public and will not charge authors a submission fee,https://news.ucr.edu/articles/2022/02/02/new-journal-will-spotlight-queer-and-trans-religious-studies-scholarship
"In new economic index, UCR is No. 18 nationally","A new measure of higher education excellence called the Economic Mobility Index, or EMI, ranks UCR No. 18 nationally. The ranking is from a non-profit think tank named Third Way, and aims to measure the role universities play in catalyzing the economy.",https://news.ucr.edu/articles/2022/02/02/new-economic-index-ucr-no-18-nationally-0
"In blue & gold, maps reveal bias in the United States","A series of maps created by a UCR professor highlights hot spots for intergroup bias across the nation. The researchers aggregated data to determine the regions where implicit and explicit bias are greatest related to race, weight, and sexual preference.",https://news.ucr.edu/articles/2022/02/02/blue-gold-maps-reveal-bias-united-states
Study finds natural selection favors cheaters,UC Riverside research focused on interaction between nitrogen-fixing bacteria and their hosts,https://news.ucr.edu/articles/2019/03/19/study-finds-natural-selection-favors-cheaters
"In new economic index, UCR is No. 18 nationally","Anew measure of higher education excellence called the Economic Mobility Index, or EMI, ranks UCR No. 18 nationally. The ranking is from a non-profit think tank named Third Way, and aims to measure the role universities play in catalyzing the economy.",https://news.ucr.edu/articles/2022/02/02/new-economic-index-ucr-no-18-nationally
How sepsis need not be fatal,UC Riverside-led team identifies molecular driver and protector of this life-threatening medical emergency,https://news.ucr.edu/articles/2021/09/29/how-sepsis-need-not-be-fatal
On safari at UC Riverside,Wildlife experts explain why you won’t meet mountain lions in the Botanic Gardens,https://news.ucr.edu/articles/2021/02/08/safari-uc-riverside
"Hot or cold, venomous vipers still quick to strike","Most reptiles move slower when temperatures drop, but venomous rattlesnakes appear to be an exception. The cold affects them, but not as much as scientists expected. ",https://news.ucr.edu/articles/2020/07/23/hot-or-cold-venomous-vipers-still-quick-strike
Chemical compound produces beneficial inflammation and remyelination that could help treat multiple sclerosis,UC Riverside-led study shows that ‘good inflammation’ promotes axon myelination,https://news.ucr.edu/articles/2018/05/29/chemical-compound-produces-beneficial-inflammation-and-remyelination-could-help
A more targeted therapy to treat inflammatory bowel disease,UC Riverside mouse study focuses on the receptor TNFR1,https://news.ucr.edu/articles/2021/12/17/more-targeted-therapy-treat-inflammatory-bowel-disease
Novel mechanism links genetic defect in IBD patients to gut leakiness,UC Riverside-led study in mice and human tissue is the first to show how a disease mutation weakens barrier properties of epithelial cells lining the gut,https://news.ucr.edu/articles/2021/09/02/novel-mechanism-links-genetic-defect-ibd-patients-gut-leakiness
Study finds childhood diet has lifelong impact,"Eating too much fat and sugar as a child can alter your microbiome for life, even if you later learn to eat healthier, a new UC Riverside study in mice suggests.",https://news.ucr.edu/articles/2021/02/03/study-finds-childhood-diet-has-lifelong-impact
UC Riverside part of new Hispanic universities alliance,"UC Riverside is among 20 of the nation’s top research universities that have formed the Alliance of Hispanic Serving Research Universities. The announcement was made June 9 in Washington, D.C. The 20 universities represent every university that has been both categorized as R1 (very high research activity) by the Carnegie Classification of Institutions of Higher Education and designated as a Hispanic Serving Institution by the U.S. Department of Education.",https://news.ucr.edu/articles/2022/06/09/uc-riverside-part-new-hispanic-universities-alliance
Public health expert says influencers should step back,UC Riverside public health expert Richard Carpiano weighs in on ethical matters for vaccine distribution.,https://news.ucr.edu/articles/2021/02/03/public-health-expert-says-influencers-should-step-back
